ChurnEventID,CustomerID,SubscriptionID,Churned,ChurnDate,ChurnReason
CHURN0000962,CUST00763,SUB000763,False,,
CHURN0000963,CUST01849,SUB001849,False,,
CHURN0000964,CUST02449,SUB002449,False,,
CHURN0000965,CUST00624,SUB000624,False,,
CHURN0000966,CUST02815,SUB002815,True,2025-10-29,Billing issue
CHURN0000967,CUST03375,SUB003375,False,,
CHURN0000968,CUST02967,SUB002967,True,2025-09-08,Found alternative
CHURN0000969,CUST03279,SUB003279,True,2025-10-06,Infrequent use
CHURN0000970,CUST01253,SUB001253,True,2025-03-14,Price
CHURN0000971,CUST02901,SUB002901,True,2025-01-20,Poor experience
CHURN0000972,CUST00578,SUB000578,False,,
CHURN0000973,CUST02123,SUB002123,True,2025-01-17,Moved to competitor
CHURN0000974,CUST00435,SUB000435,False,,
CHURN0000975,CUST02151,SUB002151,False,,
CHURN0000976,CUST03494,SUB003494,False,,
CHURN0000977,CUST00764,SUB000764,False,,
CHURN0000978,CUST02786,SUB002786,True,2024-07-01,Infrequent use
CHURN0000979,CUST02854,SUB002854,False,,
CHURN0000980,CUST01330,SUB001330,True,2025-02-22,Billing issue
CHURN0000981,CUST02146,SUB002146,False,,
CHURN0000982,CUST02846,SUB002846,True,2025-11-13,Found alternative
CHURN0000983,CUST01359,SUB001359,False,,
CHURN0000984,CUST02907,SUB002907,False,,
CHURN0000985,CUST02483,SUB002483,False,,
CHURN0000986,CUST00447,SUB000447,False,,
CHURN0000987,CUST02018,SUB002018,False,,
CHURN0000988,CUST01332,SUB001332,True,2025-09-19,Price
CHURN0000989,CUST00249,SUB000249,False,,
CHURN0000990,CUST00166,SUB000166,False,,
CHURN0000991,CUST03032,SUB003032,True,2025-05-03,Found alternative
CHURN0000992,CUST01359,SUB001359,False,,
CHURN0000993,CUST01020,SUB001020,True,2025-01-01,Infrequent use
CHURN0000994,CUST00542,SUB000542,False,,
CHURN0000995,CUST00759,SUB000759,False,,
CHURN0000996,CUST03178,SUB003178,True,2025-10-03,Lack of features
CHURN0000997,CUST02129,SUB002129,False,,
CHURN0000998,CUST02181,SUB002181,True,2023-08-02,Other
CHURN0000999,CUST00797,SUB000797,False,,
CHURN0001000,CUST02948,SUB002948,True,2025-09-20,Billing issue
CHURN0001001,CUST00138,SUB000138,True,2025-01-25,Moved to competitor
CHURN0001002,CUST02232,SUB002232,False,,
CHURN0001003,CUST03473,SUB003473,True,2025-10-02,Poor experience
CHURN0001004,CUST01354,SUB001354,False,,
CHURN0001005,CUST02833,SUB002833,True,2025-11-17,Other
CHURN0001006,CUST01876,SUB001876,False,,
CHURN0001007,CUST03032,SUB003032,False,,
CHURN0001008,CUST00069,SUB000069,False,,
CHURN0001009,CUST02594,SUB002594,False,,
CHURN0001010,CUST02101,SUB002101,True,2025-01-25,Infrequent use
CHURN0001011,CUST01474,SUB001474,True,2025-11-05,Other
CHURN0001012,CUST00205,SUB000205,True,2025-11-11,Price
CHURN0001013,CUST02174,SUB002174,True,2025-06-18,Poor experience
CHURN0001014,CUST00043,SUB000043,False,,
CHURN0001015,CUST01907,SUB001907,True,2025-10-16,Lack of features
CHURN0001016,CUST02159,SUB002159,False,,
CHURN0001017,CUST00761,SUB000761,False,,
CHURN0001018,CUST03255,SUB003255,True,2025-03-03,Poor experience
CHURN0001019,CUST02896,SUB002896,True,2025-07-17,Lack of features
CHURN0001020,CUST02143,SUB002143,True,2025-04-29,Found alternative
CHURN0001021,CUST01995,SUB001995,True,2025-09-22,Other
CHURN0001022,CUST03446,SUB003446,True,2025-11-17,Lack of features
CHURN0001023,CUST01936,SUB001936,True,2025-09-17,Infrequent use
CHURN0001024,CUST00900,SUB000900,True,2025-10-25,Moved to competitor
CHURN0001025,CUST00360,SUB000360,True,2025-03-04,Poor experience
CHURN0001026,CUST02948,SUB002948,True,2025-08-02,Found alternative
CHURN0001027,CUST01720,SUB001720,True,2025-10-08,Found alternative
CHURN0001028,CUST00281,SUB000281,True,2025-10-03,Billing issue
CHURN0001029,CUST03267,SUB003267,False,,
CHURN0001030,CUST01888,SUB001888,True,2025-04-18,Found alternative
CHURN0001031,CUST03267,SUB003267,False,,
CHURN0001032,CUST00667,SUB000667,False,,
CHURN0001033,CUST00093,SUB000093,False,,
CHURN0001034,CUST00672,SUB000672,False,,
CHURN0001035,CUST01970,SUB001970,True,2025-10-03,Lack of features
CHURN0001036,CUST00061,SUB000061,False,,
CHURN0001037,CUST02682,SUB002682,True,2025-07-14,Billing issue
CHURN0001038,CUST03123,SUB003123,True,2025-09-10,Other
CHURN0001039,CUST03475,SUB003475,True,2024-10-27,Moved to competitor
CHURN0001040,CUST01029,SUB001029,True,2025-04-09,Other
CHURN0001041,CUST01490,SUB001490,True,2025-11-10,Other
CHURN0001042,CUST00604,SUB000604,True,2024-12-24,Moved to competitor
CHURN0001043,CUST00682,SUB000682,False,,
CHURN0001044,CUST02582,SUB002582,False,,
CHURN0001045,CUST01429,SUB001429,True,2025-03-25,Moved to competitor
CHURN0001046,CUST02886,SUB002886,True,2025-06-23,Lack of features
CHURN0001047,CUST02693,SUB002693,False,,
CHURN0001048,CUST02281,SUB002281,True,2025-10-29,Other
CHURN0001049,CUST00524,SUB000524,False,,
CHURN0001050,CUST02394,SUB002394,False,,
CHURN0001051,CUST03118,SUB003118,False,,
CHURN0001052,CUST02594,SUB002594,False,,
CHURN0001053,CUST01969,SUB001969,True,2025-03-02,Infrequent use
CHURN0001054,CUST01102,SUB001102,True,2025-05-03,Lack of features
CHURN0001055,CUST01754,SUB001754,True,2025-10-13,Other
CHURN0001056,CUST01837,SUB001837,False,,
CHURN0001057,CUST03145,SUB003145,False,,
CHURN0001058,CUST02842,SUB002842,True,2025-07-29,Price
CHURN0001059,CUST02297,SUB002297,True,2025-11-13,Moved to competitor
CHURN0001060,CUST02095,SUB002095,False,,
CHURN0001061,CUST01145,SUB001145,False,,
CHURN0001062,CUST02262,SUB002262,True,2025-08-15,Price
CHURN0001063,CUST02287,SUB002287,True,2025-08-12,Other
CHURN0001064,CUST01080,SUB001080,True,2025-09-29,Found alternative
CHURN0001065,CUST02398,SUB002398,True,2025-07-16,Moved to competitor
CHURN0001066,CUST00107,SUB000107,False,,
CHURN0001067,CUST02879,SUB002879,True,2025-07-04,Price
CHURN0001068,CUST00048,SUB000048,True,2025-05-23,Found alternative
CHURN0001069,CUST00337,SUB000337,False,,
CHURN0001070,CUST01050,SUB001050,False,,
CHURN0001071,CUST02852,SUB002852,False,,
CHURN0001072,CUST01281,SUB001281,True,2025-11-16,Price
CHURN0001073,CUST02056,SUB002056,False,,
CHURN0001074,CUST00625,SUB000625,True,2025-11-10,Other
CHURN0001075,CUST01891,SUB001891,True,2025-07-12,Moved to competitor
CHURN0001076,CUST01277,SUB001277,False,,
CHURN0001077,CUST01716,SUB001716,False,,
CHURN0001078,CUST02767,SUB002767,False,,
CHURN0001079,CUST00303,SUB000303,True,2025-08-01,Price
CHURN0001080,CUST00639,SUB000639,False,,
CHURN0001081,CUST00056,SUB000056,True,2025-11-17,Lack of features
CHURN0001082,CUST00726,SUB000726,False,,
CHURN0001083,CUST00526,SUB000526,False,,
CHURN0001084,CUST00474,SUB000474,True,2025-06-20,Infrequent use
CHURN0001085,CUST00028,SUB000028,False,,
CHURN0001086,CUST02126,SUB002126,False,,
CHURN0001087,CUST03288,SUB003288,False,,
CHURN0001088,CUST03458,SUB003458,True,2025-11-14,Moved to competitor
CHURN0001089,CUST00365,SUB000365,False,,
CHURN0001090,CUST02714,SUB002714,False,,
CHURN0001091,CUST00526,SUB000526,False,,
CHURN0001092,CUST02747,SUB002747,False,,
CHURN0001093,CUST01336,SUB001336,True,2025-04-29,Moved to competitor
CHURN0001094,CUST00883,SUB000883,False,,
CHURN0001095,CUST01031,SUB001031,True,2025-11-12,Lack of features
CHURN0001096,CUST01027,SUB001027,False,,
CHURN0001097,CUST01647,SUB001647,False,,
CHURN0001098,CUST00919,SUB000919,True,2024-09-15,Infrequent use
CHURN0001099,CUST02798,SUB002798,True,2025-06-19,Poor experience
CHURN0001100,CUST02411,SUB002411,False,,
CHURN0001101,CUST01775,SUB001775,False,,
CHURN0001102,CUST01532,SUB001532,True,2025-11-05,Found alternative
CHURN0001103,CUST03346,SUB003346,False,,
CHURN0001104,CUST02854,SUB002854,True,2025-03-30,Poor experience
CHURN0001105,CUST02787,SUB002787,False,,
CHURN0001106,CUST01907,SUB001907,True,2025-11-13,Moved to competitor
CHURN0001107,CUST03087,SUB003087,True,2025-11-15,Price
CHURN0001108,CUST01216,SUB001216,False,,
CHURN0001109,CUST01655,SUB001655,False,,
CHURN0001110,CUST00485,SUB000485,False,,
CHURN0001111,CUST02076,SUB002076,False,,
CHURN0001112,CUST00714,SUB000714,True,2025-11-10,Lack of features
CHURN0001113,CUST01063,SUB001063,True,2025-05-12,Price
CHURN0001114,CUST01977,SUB001977,False,,
CHURN0001115,CUST01297,SUB001297,False,,
CHURN0001116,CUST01255,SUB001255,False,,
CHURN0001117,CUST02134,SUB002134,True,2025-10-08,Moved to competitor
CHURN0001118,CUST00126,SUB000126,False,,
CHURN0001119,CUST02860,SUB002860,False,,
CHURN0001120,CUST00537,SUB000537,False,,
CHURN0001121,CUST02193,SUB002193,True,2025-10-06,Lack of features
CHURN0001122,CUST03284,SUB003284,True,2025-01-23,Other
CHURN0001123,CUST02073,SUB002073,False,,
CHURN0001124,CUST01604,SUB001604,False,,
CHURN0001125,CUST03466,SUB003466,False,,
CHURN0001126,CUST00067,SUB000067,True,2025-10-21,Billing issue
CHURN0001127,CUST00233,SUB000233,False,,
CHURN0001128,CUST02157,SUB002157,False,,
CHURN0001129,CUST01170,SUB001170,True,2025-11-13,Found alternative
CHURN0001130,CUST02159,SUB002159,False,,
CHURN0001131,CUST02276,SUB002276,False,,
CHURN0001132,CUST00111,SUB000111,False,,
CHURN0001133,CUST01494,SUB001494,True,2025-11-01,Lack of features
CHURN0001134,CUST02082,SUB002082,False,,
CHURN0001135,CUST00623,SUB000623,False,,
CHURN0001136,CUST03441,SUB003441,False,,
CHURN0001137,CUST02796,SUB002796,False,,
CHURN0001138,CUST02643,SUB002643,False,,
CHURN0001139,CUST02473,SUB002473,False,,
CHURN0001140,CUST02661,SUB002661,False,,
CHURN0001141,CUST01542,SUB001542,False,,
CHURN0001142,CUST02740,SUB002740,True,2025-07-29,Lack of features
CHURN0001143,CUST01306,SUB001306,False,,
CHURN0001144,CUST03392,SUB003392,True,2025-10-29,Moved to competitor
CHURN0001145,CUST01762,SUB001762,False,,
CHURN0001146,CUST01976,SUB001976,True,2025-10-11,Poor experience
CHURN0001147,CUST02363,SUB002363,True,2025-10-24,Lack of features
CHURN0001148,CUST00877,SUB000877,False,,
CHURN0001149,CUST01990,SUB001990,True,2025-09-19,Moved to competitor
CHURN0001150,CUST03449,SUB003449,False,,
CHURN0001151,CUST01313,SUB001313,True,2025-08-18,Poor experience
CHURN0001152,CUST01461,SUB001461,True,2025-01-11,Billing issue
CHURN0001153,CUST02710,SUB002710,True,2025-11-03,Other
CHURN0001154,CUST02325,SUB002325,False,,
CHURN0001155,CUST01734,SUB001734,True,2025-11-16,Found alternative
CHURN0001156,CUST01606,SUB001606,False,,
CHURN0001157,CUST01527,SUB001527,False,,
CHURN0001158,CUST02672,SUB002672,False,,
CHURN0001159,CUST02564,SUB002564,True,2025-04-26,Found alternative
CHURN0001160,CUST03422,SUB003422,True,2025-07-28,Found alternative
CHURN0001161,CUST02891,SUB002891,True,2024-05-02,Price
CHURN0001162,CUST02398,SUB002398,True,2025-02-24,Price
CHURN0001163,CUST01631,SUB001631,False,,
CHURN0001164,CUST02871,SUB002871,False,,
CHURN0001165,CUST01161,SUB001161,True,2025-10-10,Lack of features
CHURN0001166,CUST00759,SUB000759,False,,
CHURN0001167,CUST02947,SUB002947,True,2025-11-01,Moved to competitor
CHURN0001168,CUST00243,SUB000243,False,,
CHURN0001169,CUST02591,SUB002591,False,,
CHURN0001170,CUST01064,SUB001064,True,2025-10-25,Billing issue
CHURN0001171,CUST00229,SUB000229,True,2025-11-03,Found alternative
CHURN0001172,CUST02596,SUB002596,False,,
CHURN0001173,CUST00920,SUB000920,True,2024-11-23,Lack of features
CHURN0001174,CUST01247,SUB001247,True,2025-08-09,Lack of features
CHURN0001175,CUST00006,SUB000006,False,,
CHURN0001176,CUST03394,SUB003394,True,2025-09-16,Moved to competitor
CHURN0001177,CUST00468,SUB000468,False,,
CHURN0001178,CUST01756,SUB001756,True,2025-08-28,Price
CHURN0001179,CUST00075,SUB000075,False,,
CHURN0001180,CUST00004,SUB000004,True,2025-06-25,Infrequent use
CHURN0001181,CUST01871,SUB001871,True,2025-10-14,Poor experience
CHURN0001182,CUST00646,SUB000646,True,2025-11-17,Other
CHURN0001183,CUST00118,SUB000118,False,,
CHURN0001184,CUST02929,SUB002929,True,2024-02-19,Moved to competitor
CHURN0001185,CUST01630,SUB001630,False,,
CHURN0001186,CUST02552,SUB002552,True,2025-10-18,Found alternative
CHURN0001187,CUST02022,SUB002022,True,2025-10-09,Other
CHURN0001188,CUST00947,SUB000947,False,,
CHURN0001189,CUST02622,SUB002622,False,,
CHURN0001190,CUST01465,SUB001465,False,,
CHURN0001191,CUST00194,SUB000194,True,2025-10-26,Lack of features
CHURN0001192,CUST00847,SUB000847,False,,
CHURN0001193,CUST02763,SUB002763,True,2025-09-12,Price
CHURN0001194,CUST01416,SUB001416,False,,
CHURN0001195,CUST03098,SUB003098,False,,
CHURN0001196,CUST01459,SUB001459,False,,
CHURN0001197,CUST02221,SUB002221,False,,
CHURN0001198,CUST03372,SUB003372,True,2024-04-10,Price
CHURN0001199,CUST01669,SUB001669,False,,
CHURN0001200,CUST02374,SUB002374,True,2025-02-03,Poor experience
CHURN0001201,CUST01434,SUB001434,False,,
CHURN0001202,CUST01142,SUB001142,False,,
CHURN0001203,CUST02884,SUB002884,False,,
CHURN0001204,CUST01811,SUB001811,True,2025-11-17,Lack of features
CHURN0001205,CUST00724,SUB000724,False,,
CHURN0001206,CUST00225,SUB000225,False,,
CHURN0001207,CUST00532,SUB000532,True,2025-05-16,Moved to competitor
CHURN0001208,CUST00113,SUB000113,False,,
CHURN0001209,CUST02188,SUB002188,False,,
CHURN0001210,CUST00559,SUB000559,False,,
CHURN0001211,CUST02049,SUB002049,True,2025-11-09,Billing issue
CHURN0001212,CUST02138,SUB002138,True,2025-11-05,Other
CHURN0001213,CUST00654,SUB000654,False,,
CHURN0001214,CUST00320,SUB000320,False,,
CHURN0001215,CUST01574,SUB001574,False,,
CHURN0001216,CUST01829,SUB001829,False,,
CHURN0001217,CUST01918,SUB001918,False,,
CHURN0001218,CUST00139,SUB000139,False,,
CHURN0001219,CUST02893,SUB002893,True,2025-07-21,Found alternative
CHURN0001220,CUST02027,SUB002027,False,,
CHURN0001221,CUST02307,SUB002307,True,2025-10-25,Billing issue
CHURN0001222,CUST00902,SUB000902,False,,
CHURN0001223,CUST00690,SUB000690,False,,
CHURN0001224,CUST02040,SUB002040,False,,
CHURN0001225,CUST00010,SUB000010,True,2025-01-20,Poor experience
CHURN0001226,CUST00261,SUB000261,False,,
CHURN0001227,CUST01943,SUB001943,False,,
CHURN0001228,CUST01674,SUB001674,True,2025-10-30,Price
CHURN0001229,CUST02220,SUB002220,False,,
CHURN0001230,CUST02946,SUB002946,False,,
CHURN0001231,CUST02061,SUB002061,False,,
CHURN0001232,CUST01192,SUB001192,False,,
CHURN0001233,CUST01620,SUB001620,True,2025-11-10,Found alternative
CHURN0001234,CUST00321,SUB000321,False,,
CHURN0001235,CUST01343,SUB001343,True,2025-06-21,Price
CHURN0001236,CUST01637,SUB001637,False,,
CHURN0001237,CUST02377,SUB002377,True,2025-03-27,Found alternative
CHURN0001238,CUST02833,SUB002833,True,2025-11-16,Found alternative
CHURN0001239,CUST02825,SUB002825,True,2025-10-16,Other
CHURN0001240,CUST01995,SUB001995,False,,
CHURN0001241,CUST02959,SUB002959,False,,
CHURN0001242,CUST01944,SUB001944,False,,
CHURN0001243,CUST02039,SUB002039,False,,
CHURN0001244,CUST03491,SUB003491,True,2025-09-12,Lack of features
CHURN0001245,CUST01119,SUB001119,False,,
CHURN0001246,CUST01605,SUB001605,True,2024-12-30,Infrequent use
CHURN0001247,CUST02366,SUB002366,True,2025-07-30,Infrequent use
CHURN0001248,CUST00236,SUB000236,False,,
CHURN0001249,CUST01970,SUB001970,True,2025-06-21,Poor experience
CHURN0001250,CUST00334,SUB000334,True,2025-11-08,Poor experience
CHURN0001251,CUST01909,SUB001909,False,,
CHURN0001252,CUST00376,SUB000376,False,,
CHURN0001253,CUST01161,SUB001161,True,2025-09-22,Price
CHURN0001254,CUST02636,SUB002636,True,2025-11-17,Lack of features
CHURN0001255,CUST01571,SUB001571,False,,
CHURN0001256,CUST02561,SUB002561,False,,
CHURN0001257,CUST01320,SUB001320,True,2025-10-05,Price
CHURN0001258,CUST03392,SUB003392,True,2025-09-28,Poor experience
CHURN0001259,CUST02966,SUB002966,True,2025-08-11,Other
CHURN0001260,CUST01856,SUB001856,False,,
CHURN0001261,CUST01373,SUB001373,True,2025-10-17,Moved to competitor
CHURN0001262,CUST00873,SUB000873,False,,
CHURN0001263,CUST01253,SUB001253,True,2024-09-01,Infrequent use
CHURN0001264,CUST02318,SUB002318,False,,
CHURN0001265,CUST01852,SUB001852,False,,
CHURN0001266,CUST02846,SUB002846,False,,
CHURN0001267,CUST01315,SUB001315,False,,
CHURN0001268,CUST00725,SUB000725,True,2025-10-31,Lack of features
CHURN0001269,CUST03237,SUB003237,False,,
CHURN0001270,CUST02053,SUB002053,True,2025-08-31,Price
CHURN0001271,CUST02899,SUB002899,True,2025-03-23,Price
CHURN0001272,CUST03451,SUB003451,True,2025-11-08,Poor experience
CHURN0001273,CUST00078,SUB000078,False,,
CHURN0001274,CUST03482,SUB003482,True,2025-11-14,Price
CHURN0001275,CUST02622,SUB002622,False,,
CHURN0001276,CUST00132,SUB000132,True,2025-11-16,Found alternative
CHURN0001277,CUST00601,SUB000601,True,2025-07-07,Infrequent use
CHURN0001278,CUST01773,SUB001773,True,2025-10-23,Lack of features
CHURN0001279,CUST01066,SUB001066,True,2025-11-03,Found alternative
CHURN0001280,CUST02137,SUB002137,True,2025-06-08,Found alternative
CHURN0001281,CUST02450,SUB002450,True,2025-09-09,Lack of features
CHURN0001282,CUST02344,SUB002344,True,2025-11-14,Price
CHURN0001283,CUST01864,SUB001864,False,,
CHURN0001284,CUST01319,SUB001319,False,,
CHURN0001285,CUST00616,SUB000616,True,2025-10-04,Price
CHURN0001286,CUST02848,SUB002848,False,,
CHURN0001287,CUST02470,SUB002470,True,2025-11-16,Billing issue
CHURN0001288,CUST01889,SUB001889,False,,
CHURN0001289,CUST01047,SUB001047,True,2025-03-09,Infrequent use
CHURN0001290,CUST00575,SUB000575,True,2025-10-08,Lack of features
CHURN0001291,CUST02191,SUB002191,True,2025-10-27,Billing issue
CHURN0001292,CUST00993,SUB000993,False,,
CHURN0001293,CUST02713,SUB002713,True,2025-11-13,Moved to competitor
CHURN0001294,CUST02193,SUB002193,True,2025-11-16,Billing issue
CHURN0001295,CUST01249,SUB001249,True,2025-11-14,Billing issue
CHURN0001296,CUST03055,SUB003055,True,2025-09-26,Found alternative
CHURN0001297,CUST00503,SUB000503,True,2025-10-06,Other
CHURN0001298,CUST01998,SUB001998,False,,
CHURN0001299,CUST00821,SUB000821,True,2025-09-15,Moved to competitor
CHURN0001300,CUST02152,SUB002152,False,,
CHURN0001301,CUST03111,SUB003111,True,2025-10-05,Price
CHURN0001302,CUST01971,SUB001971,True,2025-10-02,Other
CHURN0001303,CUST00198,SUB000198,False,,
CHURN0001304,CUST01670,SUB001670,True,2025-07-26,Other
CHURN0001305,CUST02627,SUB002627,True,2025-07-09,Moved to competitor
CHURN0001306,CUST02439,SUB002439,True,2025-04-28,Billing issue
CHURN0001307,CUST01203,SUB001203,False,,
CHURN0001308,CUST02602,SUB002602,True,2025-07-17,Billing issue
CHURN0001309,CUST01472,SUB001472,False,,
CHURN0001310,CUST03087,SUB003087,True,2025-11-17,Price
CHURN0001311,CUST01647,SUB001647,False,,
CHURN0001312,CUST01693,SUB001693,True,2025-10-06,Billing issue
CHURN0001313,CUST01313,SUB001313,True,2025-05-22,Poor experience
CHURN0001314,CUST02036,SUB002036,True,2025-04-12,Found alternative
CHURN0001315,CUST00478,SUB000478,True,2023-10-21,Infrequent use
CHURN0001316,CUST01255,SUB001255,True,2025-10-29,Poor experience
CHURN0001317,CUST00923,SUB000923,False,,
CHURN0001318,CUST00420,SUB000420,True,2025-10-17,Poor experience
CHURN0001319,CUST02205,SUB002205,True,2025-11-08,Price
CHURN0001320,CUST02598,SUB002598,True,2024-05-06,Billing issue
CHURN0001321,CUST01121,SUB001121,True,2024-05-07,Price
CHURN0001322,CUST03069,SUB003069,False,,
CHURN0001323,CUST03045,SUB003045,True,2025-09-29,Price
CHURN0001324,CUST03483,SUB003483,True,2025-09-14,Infrequent use
CHURN0001325,CUST00951,SUB000951,False,,
CHURN0001326,CUST02337,SUB002337,True,2025-07-01,Poor experience
CHURN0001327,CUST01278,SUB001278,False,,
CHURN0001328,CUST02244,SUB002244,False,,
CHURN0001329,CUST02646,SUB002646,False,,
CHURN0001330,CUST01858,SUB001858,True,2025-01-18,Price
CHURN0001331,CUST00517,SUB000517,True,2025-09-02,Moved to competitor
CHURN0001332,CUST01659,SUB001659,True,2025-10-14,Infrequent use
CHURN0001333,CUST01866,SUB001866,False,,
CHURN0001334,CUST02913,SUB002913,True,2025-02-08,Billing issue
CHURN0001335,CUST01142,SUB001142,True,2025-04-02,Moved to competitor
CHURN0001336,CUST02854,SUB002854,False,,
CHURN0001337,CUST01933,SUB001933,False,,
CHURN0001338,CUST03231,SUB003231,True,2024-11-19,Lack of features
CHURN0001339,CUST00815,SUB000815,True,2025-05-16,Moved to competitor
CHURN0001340,CUST02276,SUB002276,True,2025-11-07,Lack of features
CHURN0001341,CUST01901,SUB001901,False,,
CHURN0001342,CUST02264,SUB002264,False,,
CHURN0001343,CUST02996,SUB002996,True,2025-03-22,Infrequent use
CHURN0001344,CUST02063,SUB002063,False,,
CHURN0001345,CUST03229,SUB003229,True,2025-11-03,Other
CHURN0001346,CUST03333,SUB003333,False,,
CHURN0001347,CUST03229,SUB003229,True,2025-09-10,Infrequent use
CHURN0001348,CUST02095,SUB002095,False,,
CHURN0001349,CUST02372,SUB002372,True,2025-11-02,Billing issue
CHURN0001350,CUST02892,SUB002892,False,,
CHURN0001351,CUST00130,SUB000130,True,2025-10-24,Billing issue
CHURN0001352,CUST03483,SUB003483,True,2025-09-24,Poor experience
CHURN0001353,CUST00095,SUB000095,True,2025-09-27,Other
CHURN0001354,CUST02675,SUB002675,True,2025-09-04,Other
CHURN0001355,CUST02803,SUB002803,False,,
CHURN0001356,CUST01956,SUB001956,True,2023-12-31,Price
CHURN0001357,CUST03364,SUB003364,False,,
CHURN0001358,CUST00794,SUB000794,True,2024-08-28,Billing issue
CHURN0001359,CUST01835,SUB001835,False,,
CHURN0001360,CUST03355,SUB003355,False,,
CHURN0001361,CUST02117,SUB002117,False,,
CHURN0001362,CUST01684,SUB001684,False,,
CHURN0001363,CUST00011,SUB000011,True,2025-09-23,Price
CHURN0001364,CUST03326,SUB003326,True,2025-10-17,Other
CHURN0001365,CUST01866,SUB001866,False,,
CHURN0001366,CUST02920,SUB002920,True,2024-12-23,Found alternative
CHURN0001367,CUST02598,SUB002598,True,2024-07-19,Found alternative
CHURN0001368,CUST03206,SUB003206,False,,
CHURN0001369,CUST00712,SUB000712,True,2025-10-01,Other
CHURN0001370,CUST02071,SUB002071,False,,
CHURN0001371,CUST00815,SUB000815,True,2025-10-18,Poor experience
CHURN0001372,CUST00346,SUB000346,True,2025-08-19,Found alternative
CHURN0001373,CUST02350,SUB002350,True,2025-09-26,Infrequent use
CHURN0001374,CUST00363,SUB000363,True,2025-09-07,Poor experience
CHURN0001375,CUST02444,SUB002444,False,,
CHURN0001376,CUST02266,SUB002266,False,,
CHURN0001377,CUST02189,SUB002189,True,2025-09-03,Lack of features
CHURN0001378,CUST03006,SUB003006,True,2024-09-20,Price
CHURN0001379,CUST03282,SUB003282,False,,
CHURN0001380,CUST00985,SUB000985,True,2025-03-18,Price
CHURN0001381,CUST03041,SUB003041,True,2025-07-05,Found alternative
CHURN0001382,CUST01640,SUB001640,True,2025-11-04,Moved to competitor
CHURN0001383,CUST00828,SUB000828,False,,
CHURN0001384,CUST02731,SUB002731,True,2025-07-02,Infrequent use
CHURN0001385,CUST03052,SUB003052,True,2025-05-20,Billing issue
CHURN0001386,CUST00356,SUB000356,False,,
CHURN0001387,CUST03056,SUB003056,True,2024-12-03,Poor experience
CHURN0001388,CUST01348,SUB001348,True,2025-05-18,Lack of features
CHURN0001389,CUST03205,SUB003205,True,2025-02-08,Poor experience
CHURN0001390,CUST02936,SUB002936,False,,
CHURN0001391,CUST01864,SUB001864,False,,
CHURN0001392,CUST00127,SUB000127,False,,
CHURN0001393,CUST03178,SUB003178,True,2025-11-07,Poor experience
CHURN0001394,CUST03057,SUB003057,False,,
CHURN0001395,CUST00604,SUB000604,True,2025-01-01,Lack of features
CHURN0001396,CUST03450,SUB003450,True,2025-11-03,Moved to competitor
CHURN0001397,CUST01929,SUB001929,False,,
CHURN0001398,CUST01014,SUB001014,True,2025-07-08,Other
CHURN0001399,CUST00051,SUB000051,False,,
CHURN0001400,CUST03101,SUB003101,False,,
CHURN0001401,CUST03368,SUB003368,False,,
CHURN0001402,CUST03369,SUB003369,True,2025-07-23,Billing issue
CHURN0001403,CUST02827,SUB002827,False,,
CHURN0001404,CUST01431,SUB001431,False,,
CHURN0001405,CUST01793,SUB001793,True,2025-06-29,Other
CHURN0001406,CUST02862,SUB002862,True,2025-09-09,Billing issue
CHURN0001407,CUST01637,SUB001637,True,2025-10-08,Billing issue
CHURN0001408,CUST03477,SUB003477,True,2024-03-14,Poor experience
CHURN0001409,CUST03418,SUB003418,False,,
CHURN0001410,CUST01646,SUB001646,True,2025-11-08,Infrequent use
CHURN0001411,CUST02468,SUB002468,False,,
CHURN0001412,CUST01206,SUB001206,False,,
CHURN0001413,CUST03031,SUB003031,False,,
CHURN0001414,CUST02873,SUB002873,False,,
CHURN0001415,CUST03073,SUB003073,True,2025-07-09,Price
CHURN0001416,CUST01855,SUB001855,False,,
CHURN0001417,CUST00567,SUB000567,True,2025-03-03,Price
CHURN0001418,CUST02419,SUB002419,False,,
CHURN0001419,CUST00936,SUB000936,True,2025-11-08,Infrequent use
CHURN0001420,CUST01935,SUB001935,True,2025-07-23,Moved to competitor
CHURN0001421,CUST02709,SUB002709,False,,
CHURN0001422,CUST03017,SUB003017,False,,
CHURN0001423,CUST01333,SUB001333,False,,
CHURN0001424,CUST03209,SUB003209,False,,
CHURN0001425,CUST00202,SUB000202,False,,
CHURN0001426,CUST02361,SUB002361,True,2025-11-02,Poor experience
CHURN0001427,CUST00117,SUB000117,False,,
CHURN0001428,CUST00937,SUB000937,False,,
CHURN0001429,CUST00575,SUB000575,True,2025-09-20,Lack of features
CHURN0001430,CUST02292,SUB002292,False,,
CHURN0001431,CUST00537,SUB000537,False,,
CHURN0001432,CUST01626,SUB001626,False,,
CHURN0001433,CUST02123,SUB002123,True,2025-03-11,Lack of features
CHURN0001434,CUST00386,SUB000386,False,,
CHURN0001435,CUST03282,SUB003282,False,,
CHURN0001436,CUST00475,SUB000475,True,2025-10-28,Poor experience
CHURN0001437,CUST00418,SUB000418,True,2025-11-08,Price
CHURN0001438,CUST02395,SUB002395,True,2025-10-02,Infrequent use
CHURN0001439,CUST02688,SUB002688,False,,
CHURN0001440,CUST00939,SUB000939,False,,
