UsageID,CustomerID,SubscriptionID,UsageDate,MinutesWatched,Sessions,Device,ItemsConsumed
USE00007890,CUST01995,SUB001995,2025-05-28,102,1,Desktop,2
USE00007891,CUST00148,SUB000148,2025-07-09,87,1,Mobile,6
USE00007892,CUST01827,SUB001827,2025-10-29,24,2,Mobile,0
USE00007893,CUST02859,SUB002859,2025-08-30,100,1,Smart TV,2
USE00007894,CUST00482,SUB000482,2025-10-27,82,1,Desktop,8
USE00007895,CUST02076,SUB002076,2025-06-24,44,1,Console,1
USE00007896,CUST00147,SUB000147,2025-11-15,41,2,Mobile,1
USE00007897,CUST00327,SUB000327,2024-05-09,0,1,Mobile,1
USE00007898,CUST02170,SUB002170,2025-10-13,41,2,Console,8
USE00007899,CUST01217,SUB001217,2025-02-02,33,1,Mobile,3
USE00007900,CUST01640,SUB001640,2025-10-31,0,1,Mobile,2
USE00007901,CUST01634,SUB001634,2024-11-18,106,1,Mobile,4
USE00007902,CUST01901,SUB001901,2025-04-09,11,3,Desktop,11
USE00007903,CUST00965,SUB000965,2025-09-06,72,1,Mobile,2
USE00007904,CUST02341,SUB002341,2025-02-21,80,3,Smart TV,7
USE00007905,CUST00458,SUB000458,2025-11-15,95,1,Mobile,6
USE00007906,CUST02206,SUB002206,2025-03-18,21,1,Mobile,11
USE00007907,CUST02307,SUB002307,2025-02-13,44,2,Desktop,7
USE00007908,CUST03367,SUB003367,2025-06-19,48,1,Desktop,0
USE00007909,CUST02023,SUB002023,2025-08-19,9,1,Smart TV,3
USE00007910,CUST00093,SUB000093,2025-08-15,0,1,Tablet,5
USE00007911,CUST01975,SUB001975,2025-02-01,42,1,Mobile,2
USE00007912,CUST03315,SUB003315,2025-11-08,0,3,Tablet,12
USE00007913,CUST00484,SUB000484,2024-10-04,3,1,Smart TV,12
USE00007914,CUST01547,SUB001547,2025-05-18,0,1,Tablet,0
USE00007915,CUST02878,SUB002878,2025-09-17,40,1,Desktop,17
USE00007916,CUST03134,SUB003134,2025-10-11,45,1,Mobile,11
USE00007917,CUST00097,SUB000097,2025-10-15,33,1,Mobile,0
USE00007918,CUST02657,SUB002657,2024-10-30,88,1,Tablet,2
USE00007919,CUST02194,SUB002194,2024-10-25,0,2,Tablet,0
USE00007920,CUST02356,SUB002356,2025-10-12,73,2,Mobile,8
USE00007921,CUST00537,SUB000537,2025-11-16,42,1,Mobile,1
USE00007922,CUST03228,SUB003228,2025-02-18,43,2,Desktop,2
USE00007923,CUST03475,SUB003475,2025-11-01,31,2,Mobile,12
USE00007924,CUST03431,SUB003431,2025-09-20,98,1,Desktop,4
USE00007925,CUST00122,SUB000122,2025-05-18,36,1,Mobile,5
USE00007926,CUST02800,SUB002800,2025-11-12,61,1,Mobile,0
USE00007927,CUST03056,SUB003056,2025-08-30,26,3,Desktop,10
USE00007928,CUST00001,SUB000001,2024-09-29,0,1,Mobile,0
USE00007929,CUST00880,SUB000880,2025-09-19,33,2,Tablet,3
USE00007930,CUST02417,SUB002417,2025-11-13,0,2,Mobile,11
USE00007931,CUST01665,SUB001665,2025-10-24,78,2,Desktop,2
USE00007932,CUST02669,SUB002669,2025-10-27,0,1,Desktop,0
USE00007933,CUST02155,SUB002155,2025-10-05,32,2,Mobile,4
USE00007934,CUST02159,SUB002159,2025-09-21,60,2,Mobile,1
USE00007935,CUST00825,SUB000825,2025-11-17,13,1,Mobile,8
USE00007936,CUST01684,SUB001684,2025-11-14,79,1,Desktop,9
USE00007937,CUST01116,SUB001116,2025-10-18,40,2,Desktop,6
USE00007938,CUST03192,SUB003192,2025-01-22,15,1,Desktop,0
USE00007939,CUST01778,SUB001778,2025-09-07,46,1,Desktop,16
USE00007940,CUST02091,SUB002091,2024-12-31,27,2,Mobile,6
USE00007941,CUST03474,SUB003474,2025-10-20,57,1,Mobile,3
USE00007942,CUST01053,SUB001053,2025-10-12,39,1,Mobile,5
USE00007943,CUST00849,SUB000849,2025-10-15,34,1,Mobile,3
USE00007944,CUST00493,SUB000493,2025-11-01,23,1,Mobile,2
USE00007945,CUST02222,SUB002222,2025-03-20,0,3,Mobile,6
USE00007946,CUST00198,SUB000198,2025-05-16,35,1,Mobile,1
USE00007947,CUST00751,SUB000751,2025-11-10,14,1,Desktop,2
USE00007948,CUST02668,SUB002668,2025-11-10,55,4,Desktop,1
USE00007949,CUST03419,SUB003419,2025-08-05,0,1,Smart TV,4
USE00007950,CUST01058,SUB001058,2024-01-31,30,2,Mobile,13
USE00007951,CUST01941,SUB001941,2025-07-18,3,2,Mobile,4
USE00007952,CUST00297,SUB000297,2025-09-13,0,1,Desktop,5
USE00007953,CUST01217,SUB001217,2025-01-13,65,1,Mobile,3
USE00007954,CUST00018,SUB000018,2025-03-16,13,2,Mobile,2
USE00007955,CUST02797,SUB002797,2025-03-12,95,3,Desktop,3
USE00007956,CUST01737,SUB001737,2024-07-27,1,2,Mobile,2
USE00007957,CUST00360,SUB000360,2025-01-16,6,3,Tablet,6
USE00007958,CUST01400,SUB001400,2025-10-01,102,3,Mobile,1
USE00007959,CUST01543,SUB001543,2025-03-20,40,2,Mobile,3
USE00007960,CUST02093,SUB002093,2025-11-07,101,1,Mobile,2
USE00007961,CUST00661,SUB000661,2025-05-27,119,1,Smart TV,6
USE00007962,CUST02408,SUB002408,2025-10-22,0,1,Tablet,2
USE00007963,CUST00219,SUB000219,2025-08-17,77,1,Console,0
USE00007964,CUST03466,SUB003466,2025-11-07,55,4,Desktop,10
USE00007965,CUST01488,SUB001488,2025-11-06,38,5,Mobile,19
USE00007966,CUST01131,SUB001131,2025-08-17,0,1,Mobile,1
USE00007967,CUST02885,SUB002885,2025-10-18,64,2,Mobile,4
USE00007968,CUST01764,SUB001764,2025-10-07,0,4,Mobile,0
USE00007969,CUST01665,SUB001665,2025-10-23,0,4,Desktop,0
USE00007970,CUST03011,SUB003011,2025-10-12,0,2,Desktop,3
USE00007971,CUST03429,SUB003429,2025-01-11,32,1,Tablet,0
USE00007972,CUST00657,SUB000657,2025-07-14,0,1,Console,10
USE00007973,CUST02770,SUB002770,2025-11-17,56,1,Tablet,7
USE00007974,CUST03106,SUB003106,2025-04-20,0,1,Smart TV,1
USE00007975,CUST02156,SUB002156,2025-10-18,63,1,Mobile,0
USE00007976,CUST01099,SUB001099,2025-09-04,19,1,Desktop,5
USE00007977,CUST02525,SUB002525,2025-03-24,110,1,Mobile,0
USE00007978,CUST00208,SUB000208,2025-11-17,92,3,Mobile,0
USE00007979,CUST00632,SUB000632,2025-10-26,50,1,Mobile,1
USE00007980,CUST00816,SUB000816,2025-07-17,0,1,Mobile,30
USE00007981,CUST00875,SUB000875,2025-11-14,54,2,Mobile,9
USE00007982,CUST01578,SUB001578,2025-11-05,33,1,Desktop,2
USE00007983,CUST03354,SUB003354,2025-10-13,0,1,Mobile,12
USE00007984,CUST00751,SUB000751,2025-08-27,24,2,Mobile,0
USE00007985,CUST01043,SUB001043,2025-06-10,0,1,Tablet,8
USE00007986,CUST00863,SUB000863,2025-06-16,15,1,Mobile,9
USE00007987,CUST01840,SUB001840,2025-06-26,26,3,Tablet,4
USE00007988,CUST03248,SUB003248,2025-10-04,49,1,Desktop,0
USE00007989,CUST01517,SUB001517,2025-05-25,85,3,Tablet,4
USE00007990,CUST03206,SUB003206,2025-09-02,23,1,Desktop,3
USE00007991,CUST01399,SUB001399,2025-11-08,35,1,Mobile,4
USE00007992,CUST02566,SUB002566,2025-10-16,0,1,Desktop,8
USE00007993,CUST00049,SUB000049,2025-03-30,0,3,Mobile,7
USE00007994,CUST00171,SUB000171,2025-10-24,70,1,Mobile,2
USE00007995,CUST00504,SUB000504,2025-05-13,54,2,Mobile,4
USE00007996,CUST01715,SUB001715,2025-11-09,0,3,Desktop,7
USE00007997,CUST02183,SUB002183,2025-07-17,75,1,Mobile,0
USE00007998,CUST03426,SUB003426,2025-05-27,146,3,Mobile,0
USE00007999,CUST00933,SUB000933,2024-11-26,117,1,Mobile,17
USE00008000,CUST02538,SUB002538,2025-06-06,0,1,Desktop,0
USE00008001,CUST02260,SUB002260,2025-08-29,99,5,Desktop,3
USE00008002,CUST00458,SUB000458,2025-11-16,33,2,Mobile,8
USE00008003,CUST02551,SUB002551,2025-10-05,72,1,Tablet,7
USE00008004,CUST03157,SUB003157,2025-09-03,41,3,Mobile,14
USE00008005,CUST00800,SUB000800,2024-02-15,0,1,Mobile,3
USE00008006,CUST01845,SUB001845,2023-11-25,1,1,Mobile,6
USE00008007,CUST02376,SUB002376,2025-11-15,35,1,Mobile,4
USE00008008,CUST00244,SUB000244,2025-10-10,0,3,Desktop,1
USE00008009,CUST01320,SUB001320,2025-06-20,55,1,Console,3
USE00008010,CUST02178,SUB002178,2025-10-30,52,1,Mobile,4
USE00008011,CUST02353,SUB002353,2025-03-19,0,2,Mobile,3
USE00008012,CUST00826,SUB000826,2025-11-13,57,1,Desktop,2
USE00008013,CUST02373,SUB002373,2025-09-13,36,1,Desktop,2
USE00008014,CUST02613,SUB002613,2025-10-04,8,1,Smart TV,3
USE00008015,CUST01265,SUB001265,2025-07-21,0,1,Tablet,11
USE00008016,CUST02825,SUB002825,2025-10-11,21,1,Mobile,5
USE00008017,CUST02235,SUB002235,2025-04-03,51,1,Tablet,2
USE00008018,CUST00949,SUB000949,2024-01-27,47,1,Tablet,5
USE00008019,CUST01754,SUB001754,2025-08-14,0,1,Smart TV,4
USE00008020,CUST02430,SUB002430,2025-05-29,25,1,Mobile,2
USE00008021,CUST03095,SUB003095,2024-09-28,15,1,Mobile,1
USE00008022,CUST00784,SUB000784,2025-10-06,27,1,Tablet,0
USE00008023,CUST02889,SUB002889,2025-07-08,37,3,Mobile,9
USE00008024,CUST00902,SUB000902,2023-05-19,0,1,Mobile,1
USE00008025,CUST03427,SUB003427,2025-11-09,0,5,Mobile,2
USE00008026,CUST01639,SUB001639,2025-10-12,34,2,Desktop,0
USE00008027,CUST00555,SUB000555,2025-09-22,11,1,Mobile,4
USE00008028,CUST02590,SUB002590,2025-09-03,0,2,Smart TV,1
USE00008029,CUST01319,SUB001319,2025-10-27,20,2,Mobile,3
USE00008030,CUST01583,SUB001583,2025-08-19,53,1,Smart TV,0
USE00008031,CUST03393,SUB003393,2025-07-15,83,1,Mobile,7
USE00008032,CUST01968,SUB001968,2024-12-25,58,1,Mobile,0
USE00008033,CUST02901,SUB002901,2025-01-19,70,1,Desktop,4
USE00008034,CUST02568,SUB002568,2025-10-19,74,1,Mobile,2
USE00008035,CUST02127,SUB002127,2024-07-12,69,1,Tablet,14
USE00008036,CUST01312,SUB001312,2025-05-10,9,1,Tablet,7
USE00008037,CUST02331,SUB002331,2025-11-07,0,2,Tablet,0
USE00008038,CUST01528,SUB001528,2025-11-04,3,2,Mobile,0
USE00008039,CUST02791,SUB002791,2025-10-25,87,3,Desktop,4
USE00008040,CUST01157,SUB001157,2025-09-27,0,2,Smart TV,0
USE00008041,CUST00102,SUB000102,2025-11-07,0,2,Smart TV,6
USE00008042,CUST01141,SUB001141,2025-05-15,39,1,Mobile,0
USE00008043,CUST00204,SUB000204,2025-08-20,49,1,Desktop,7
USE00008044,CUST00650,SUB000650,2025-06-02,4,1,Desktop,0
USE00008045,CUST02614,SUB002614,2025-03-02,8,2,Desktop,1
USE00008046,CUST00917,SUB000917,2025-09-14,77,2,Desktop,2
USE00008047,CUST01675,SUB001675,2024-12-31,0,1,Mobile,7
USE00008048,CUST01969,SUB001969,2025-03-28,29,1,Tablet,14
USE00008049,CUST01001,SUB001001,2025-09-16,48,2,Desktop,0
USE00008050,CUST01951,SUB001951,2025-10-31,0,1,Mobile,13
USE00008051,CUST00242,SUB000242,2025-08-15,64,1,Mobile,2
USE00008052,CUST03178,SUB003178,2025-09-14,43,1,Mobile,0
USE00008053,CUST00430,SUB000430,2024-11-09,34,1,Console,17
USE00008054,CUST00051,SUB000051,2025-11-05,33,1,Mobile,13
USE00008055,CUST00789,SUB000789,2025-11-06,0,1,Mobile,1
USE00008056,CUST03242,SUB003242,2023-07-06,38,1,Mobile,10
USE00008057,CUST00534,SUB000534,2025-07-01,0,1,Desktop,0
USE00008058,CUST01009,SUB001009,2025-01-24,6,2,Mobile,1
USE00008059,CUST00940,SUB000940,2025-09-06,51,1,Mobile,0
USE00008060,CUST01532,SUB001532,2025-10-13,19,1,Mobile,0
USE00008061,CUST00685,SUB000685,2025-11-17,32,1,Smart TV,5
USE00008062,CUST02051,SUB002051,2025-02-28,77,1,Tablet,0
USE00008063,CUST02973,SUB002973,2024-07-10,0,1,Tablet,23
USE00008064,CUST01511,SUB001511,2025-01-24,25,2,Smart TV,0
USE00008065,CUST01381,SUB001381,2025-02-19,70,2,Smart TV,20
USE00008066,CUST00627,SUB000627,2025-09-22,16,1,Mobile,1
USE00008067,CUST01716,SUB001716,2025-10-08,79,1,Mobile,5
USE00008068,CUST00787,SUB000787,2025-11-08,27,1,Tablet,4
USE00008069,CUST01150,SUB001150,2025-07-27,15,1,Mobile,9
USE00008070,CUST03311,SUB003311,2025-07-30,0,1,Desktop,1
USE00008071,CUST01952,SUB001952,2024-10-07,0,1,Mobile,7
USE00008072,CUST01097,SUB001097,2025-05-16,0,1,Smart TV,4
USE00008073,CUST01373,SUB001373,2025-09-25,98,2,Mobile,6
USE00008074,CUST03124,SUB003124,2024-11-09,75,2,Tablet,4
USE00008075,CUST00473,SUB000473,2025-10-05,0,1,Mobile,2
USE00008076,CUST00701,SUB000701,2025-03-12,70,1,Mobile,5
USE00008077,CUST01850,SUB001850,2025-09-26,64,1,Smart TV,6
USE00008078,CUST00218,SUB000218,2025-10-11,0,1,Smart TV,0
USE00008079,CUST01559,SUB001559,2024-11-10,57,2,Tablet,0
USE00008080,CUST01459,SUB001459,2025-11-07,83,1,Desktop,3
USE00008081,CUST02101,SUB002101,2025-04-05,28,1,Desktop,1
USE00008082,CUST02942,SUB002942,2025-04-09,46,1,Smart TV,1
USE00008083,CUST02516,SUB002516,2025-09-16,78,1,Tablet,9
USE00008084,CUST01622,SUB001622,2024-06-03,6,1,Tablet,3
USE00008085,CUST01860,SUB001860,2025-09-03,102,3,Desktop,6
USE00008086,CUST01420,SUB001420,2025-01-19,28,1,Mobile,1
USE00008087,CUST01767,SUB001767,2025-09-26,0,1,Desktop,14
USE00008088,CUST01271,SUB001271,2024-06-09,15,1,Mobile,15
USE00008089,CUST01397,SUB001397,2025-03-31,17,1,Tablet,11
USE00008090,CUST01871,SUB001871,2025-03-01,84,1,Smart TV,0
USE00008091,CUST01799,SUB001799,2025-10-24,44,3,Desktop,1
USE00008092,CUST03168,SUB003168,2025-08-09,33,1,Tablet,9
USE00008093,CUST00769,SUB000769,2025-10-17,0,1,Desktop,2
USE00008094,CUST01947,SUB001947,2025-08-29,61,1,Mobile,1
USE00008095,CUST02198,SUB002198,2024-08-23,32,1,Tablet,0
USE00008096,CUST02516,SUB002516,2025-09-29,19,2,Desktop,22
USE00008097,CUST01834,SUB001834,2025-10-15,30,1,Desktop,9
USE00008098,CUST00054,SUB000054,2025-10-28,46,6,Mobile,2
USE00008099,CUST02187,SUB002187,2024-10-18,27,1,Mobile,2
USE00008100,CUST02148,SUB002148,2025-08-10,0,2,Tablet,13
USE00008101,CUST01601,SUB001601,2025-08-06,96,1,Mobile,1
USE00008102,CUST02005,SUB002005,2025-04-16,73,1,Mobile,11
USE00008103,CUST03188,SUB003188,2024-08-24,51,2,Smart TV,6
USE00008104,CUST01968,SUB001968,2025-08-15,51,1,Mobile,6
USE00008105,CUST00039,SUB000039,2025-09-17,99,3,Tablet,16
USE00008106,CUST02465,SUB002465,2025-11-10,57,1,Smart TV,8
USE00008107,CUST00346,SUB000346,2025-03-21,0,1,Smart TV,0
USE00008108,CUST00887,SUB000887,2025-07-30,50,1,Desktop,4
USE00008109,CUST02265,SUB002265,2024-06-27,3,1,Mobile,2
USE00008110,CUST02963,SUB002963,2025-06-23,34,2,Tablet,0
USE00008111,CUST02468,SUB002468,2025-06-18,47,2,Desktop,4
USE00008112,CUST02353,SUB002353,2025-04-03,44,1,Mobile,8
USE00008113,CUST01554,SUB001554,2025-11-17,70,2,Tablet,4
USE00008114,CUST02039,SUB002039,2025-08-31,3,2,Mobile,1
USE00008115,CUST00669,SUB000669,2025-07-27,36,1,Mobile,1
USE00008116,CUST00717,SUB000717,2025-11-08,61,1,Desktop,5
USE00008117,CUST03142,SUB003142,2023-11-21,19,4,Desktop,11
USE00008118,CUST00618,SUB000618,2025-10-14,6,4,Mobile,0
USE00008119,CUST00786,SUB000786,2025-10-05,16,2,Mobile,7
USE00008120,CUST00333,SUB000333,2025-10-08,24,1,Desktop,3
USE00008121,CUST01891,SUB001891,2025-07-19,66,2,Desktop,9
USE00008122,CUST00080,SUB000080,2025-10-28,34,2,Desktop,13
USE00008123,CUST01852,SUB001852,2025-09-30,32,1,Smart TV,3
USE00008124,CUST02965,SUB002965,2025-02-15,2,1,Tablet,12
USE00008125,CUST01033,SUB001033,2025-11-12,0,2,Desktop,0
USE00008126,CUST00050,SUB000050,2025-05-12,63,3,Smart TV,4
USE00008127,CUST02763,SUB002763,2025-08-14,92,1,Mobile,13
USE00008128,CUST03044,SUB003044,2025-06-26,45,3,Smart TV,0
USE00008129,CUST00974,SUB000974,2025-05-31,0,1,Mobile,7
USE00008130,CUST01279,SUB001279,2025-05-03,76,1,Console,10
USE00008131,CUST01715,SUB001715,2025-11-13,59,1,Mobile,7
USE00008132,CUST00923,SUB000923,2025-06-05,32,1,Desktop,4
USE00008133,CUST01164,SUB001164,2025-03-09,1,1,Tablet,12
USE00008134,CUST03426,SUB003426,2025-10-11,0,2,Desktop,8
USE00008135,CUST01461,SUB001461,2024-09-20,0,1,Tablet,0
USE00008136,CUST03397,SUB003397,2025-09-27,0,1,Mobile,5
USE00008137,CUST01914,SUB001914,2025-11-14,0,1,Mobile,5
USE00008138,CUST03294,SUB003294,2025-11-08,0,1,Smart TV,8
USE00008139,CUST00602,SUB000602,2025-11-05,29,1,Mobile,10
USE00008140,CUST00525,SUB000525,2025-04-26,0,1,Smart TV,23
USE00008141,CUST00513,SUB000513,2025-06-06,148,1,Desktop,4
USE00008142,CUST02714,SUB002714,2025-03-23,49,1,Tablet,2
USE00008143,CUST01659,SUB001659,2025-11-03,26,1,Desktop,5
USE00008144,CUST00298,SUB000298,2025-08-13,16,2,Desktop,9
USE00008145,CUST00800,SUB000800,2024-04-12,48,1,Mobile,7
USE00008146,CUST01537,SUB001537,2025-10-27,113,1,Mobile,2
USE00008147,CUST03123,SUB003123,2025-04-29,11,4,Mobile,9
USE00008148,CUST02916,SUB002916,2024-01-11,0,1,Mobile,15
USE00008149,CUST02807,SUB002807,2025-08-31,0,1,Mobile,14
USE00008150,CUST02291,SUB002291,2025-11-13,79,2,Mobile,7
USE00008151,CUST00787,SUB000787,2025-10-31,92,1,Tablet,6
USE00008152,CUST02522,SUB002522,2025-10-27,61,1,Mobile,6
USE00008153,CUST01986,SUB001986,2025-10-03,68,1,Mobile,0
USE00008154,CUST00694,SUB000694,2025-01-29,69,1,Mobile,3
USE00008155,CUST02667,SUB002667,2025-07-27,74,2,Desktop,4
USE00008156,CUST00850,SUB000850,2025-02-02,48,1,Desktop,0
USE00008157,CUST01783,SUB001783,2025-10-21,35,1,Mobile,4
USE00008158,CUST00436,SUB000436,2025-10-16,70,1,Desktop,1
USE00008159,CUST00519,SUB000519,2025-10-09,0,2,Tablet,39
USE00008160,CUST03239,SUB003239,2025-11-09,75,3,Mobile,0
USE00008161,CUST01718,SUB001718,2025-11-16,20,3,Tablet,10
USE00008162,CUST02217,SUB002217,2025-10-09,0,1,Desktop,0
USE00008163,CUST01284,SUB001284,2025-04-14,85,1,Tablet,0
USE00008164,CUST02394,SUB002394,2025-05-01,29,1,Mobile,2
USE00008165,CUST00268,SUB000268,2025-11-07,64,1,Mobile,5
USE00008166,CUST03343,SUB003343,2025-02-23,48,1,Tablet,2
USE00008167,CUST00743,SUB000743,2025-10-01,66,1,Mobile,2
USE00008168,CUST00049,SUB000049,2025-04-05,0,1,Mobile,1
USE00008169,CUST01460,SUB001460,2025-06-05,7,1,Mobile,0
USE00008170,CUST03119,SUB003119,2024-11-30,0,1,Mobile,0
USE00008171,CUST00377,SUB000377,2025-08-25,50,1,Mobile,23
USE00008172,CUST02033,SUB002033,2025-06-30,109,3,Desktop,5
USE00008173,CUST02250,SUB002250,2025-03-21,0,2,Tablet,5
USE00008174,CUST00184,SUB000184,2025-07-25,0,1,Smart TV,5
USE00008175,CUST01768,SUB001768,2025-03-07,67,1,Mobile,5
USE00008176,CUST01471,SUB001471,2025-10-24,26,3,Mobile,1
USE00008177,CUST00024,SUB000024,2024-10-26,65,3,Desktop,15
USE00008178,CUST03364,SUB003364,2025-03-12,82,2,Desktop,4
USE00008179,CUST01294,SUB001294,2025-01-28,32,1,Desktop,1
USE00008180,CUST01829,SUB001829,2024-06-29,28,1,Desktop,5
USE00008181,CUST02781,SUB002781,2025-03-21,34,4,Desktop,11
USE00008182,CUST03135,SUB003135,2025-08-28,48,2,Mobile,4
USE00008183,CUST02030,SUB002030,2025-10-01,46,2,Mobile,5
USE00008184,CUST00089,SUB000089,2025-09-24,108,1,Tablet,8
USE00008185,CUST02118,SUB002118,2025-11-16,27,1,Desktop,14
USE00008186,CUST01187,SUB001187,2025-09-17,39,1,Smart TV,0
USE00008187,CUST02375,SUB002375,2025-10-24,0,2,Desktop,5
USE00008188,CUST01780,SUB001780,2025-11-01,57,1,Mobile,13
USE00008189,CUST03429,SUB003429,2024-12-05,39,2,Tablet,8
USE00008190,CUST02673,SUB002673,2024-08-05,0,1,Mobile,0
USE00008191,CUST02789,SUB002789,2024-11-07,21,1,Desktop,13
USE00008192,CUST03448,SUB003448,2025-01-19,8,2,Mobile,3
USE00008193,CUST00741,SUB000741,2025-01-09,69,2,Mobile,8
USE00008194,CUST00803,SUB000803,2025-07-23,24,1,Mobile,0
USE00008195,CUST02654,SUB002654,2025-08-25,29,2,Mobile,4
USE00008196,CUST00900,SUB000900,2025-10-17,72,2,Tablet,5
USE00008197,CUST00617,SUB000617,2025-11-03,99,1,Mobile,12
USE00008198,CUST00257,SUB000257,2025-04-17,32,1,Mobile,5
USE00008199,CUST00074,SUB000074,2024-07-20,45,1,Desktop,13
USE00008200,CUST01445,SUB001445,2025-05-14,38,3,Mobile,3
USE00008201,CUST00319,SUB000319,2025-07-21,7,2,Tablet,7
USE00008202,CUST03433,SUB003433,2025-10-25,11,1,Desktop,7
USE00008203,CUST02943,SUB002943,2025-09-03,52,1,Tablet,3
USE00008204,CUST00600,SUB000600,2024-11-30,7,2,Mobile,2
USE00008205,CUST02627,SUB002627,2025-05-08,40,1,Tablet,13
USE00008206,CUST03183,SUB003183,2025-09-29,0,1,Mobile,4
USE00008207,CUST01816,SUB001816,2025-11-02,17,2,Mobile,1
USE00008208,CUST01623,SUB001623,2024-05-19,28,1,Tablet,17
USE00008209,CUST01117,SUB001117,2025-08-17,8,2,Mobile,0
USE00008210,CUST00016,SUB000016,2025-07-27,47,3,Mobile,9
USE00008211,CUST01468,SUB001468,2025-11-04,71,2,Mobile,0
USE00008212,CUST02755,SUB002755,2025-01-25,14,1,Mobile,3
USE00008213,CUST01947,SUB001947,2025-01-05,105,2,Tablet,3
USE00008214,CUST02237,SUB002237,2025-04-24,22,2,Mobile,9
USE00008215,CUST02070,SUB002070,2025-07-29,91,1,Mobile,12
USE00008216,CUST00353,SUB000353,2024-10-23,43,1,Mobile,3
USE00008217,CUST02763,SUB002763,2025-08-16,41,1,Smart TV,0
USE00008218,CUST00072,SUB000072,2025-09-06,0,2,Mobile,11
USE00008219,CUST02242,SUB002242,2025-10-20,33,1,Desktop,3
USE00008220,CUST00160,SUB000160,2025-11-14,29,1,Desktop,28
USE00008221,CUST01746,SUB001746,2025-11-08,80,1,Desktop,2
USE00008222,CUST03380,SUB003380,2025-05-22,59,1,Desktop,4
USE00008223,CUST00856,SUB000856,2025-11-16,18,1,Tablet,21
USE00008224,CUST00784,SUB000784,2024-11-16,2,1,Desktop,4
USE00008225,CUST02245,SUB002245,2025-11-02,2,1,Mobile,0
USE00008226,CUST01739,SUB001739,2025-11-09,31,3,Smart TV,10
USE00008227,CUST02178,SUB002178,2025-08-17,45,1,Mobile,0
USE00008228,CUST00175,SUB000175,2025-05-05,57,1,Mobile,1
USE00008229,CUST02460,SUB002460,2025-04-05,54,2,Tablet,3
USE00008230,CUST01305,SUB001305,2024-10-25,94,1,Smart TV,10
USE00008231,CUST01977,SUB001977,2025-05-25,37,1,Mobile,12
USE00008232,CUST00076,SUB000076,2025-09-16,29,1,Mobile,4
USE00008233,CUST03340,SUB003340,2025-06-04,34,1,Mobile,10
USE00008234,CUST02587,SUB002587,2025-08-23,52,1,Mobile,2
USE00008235,CUST02088,SUB002088,2025-11-16,7,2,Mobile,1
USE00008236,CUST02275,SUB002275,2025-11-14,103,3,Mobile,0
USE00008237,CUST02463,SUB002463,2025-10-16,93,1,Mobile,3
USE00008238,CUST01108,SUB001108,2025-11-16,37,1,Smart TV,16
USE00008239,CUST02821,SUB002821,2025-06-03,0,1,Desktop,3
USE00008240,CUST01630,SUB001630,2025-09-11,21,1,Desktop,3
USE00008241,CUST00579,SUB000579,2025-04-10,45,1,Desktop,5
USE00008242,CUST02967,SUB002967,2025-06-11,41,3,Mobile,6
USE00008243,CUST03201,SUB003201,2025-07-25,30,1,Tablet,0
USE00008244,CUST01814,SUB001814,2025-10-01,0,1,Mobile,0
USE00008245,CUST00779,SUB000779,2025-11-13,69,1,Tablet,6
USE00008246,CUST00125,SUB000125,2025-11-01,29,2,Console,8
USE00008247,CUST00661,SUB000661,2025-09-10,59,1,Mobile,0
USE00008248,CUST01222,SUB001222,2024-12-11,59,1,Tablet,14
USE00008249,CUST02522,SUB002522,2025-08-10,90,1,Mobile,2
USE00008250,CUST02117,SUB002117,2025-04-04,110,1,Tablet,6
USE00008251,CUST02467,SUB002467,2025-11-06,36,1,Desktop,2
USE00008252,CUST03004,SUB003004,2025-06-28,47,1,Mobile,7
USE00008253,CUST00510,SUB000510,2025-10-01,50,1,Desktop,2
USE00008254,CUST02739,SUB002739,2025-03-17,46,3,Desktop,11
USE00008255,CUST01934,SUB001934,2025-09-30,8,1,Mobile,1
USE00008256,CUST00310,SUB000310,2024-11-07,43,1,Desktop,1
USE00008257,CUST01592,SUB001592,2025-11-07,0,1,Desktop,0
USE00008258,CUST00198,SUB000198,2025-11-12,44,1,Mobile,2
USE00008259,CUST03336,SUB003336,2025-08-14,5,1,Mobile,10
USE00008260,CUST00234,SUB000234,2025-07-30,112,3,Tablet,0
USE00008261,CUST00132,SUB000132,2025-11-17,35,1,Desktop,1
USE00008262,CUST01318,SUB001318,2025-08-16,70,1,Desktop,2
USE00008263,CUST00763,SUB000763,2025-01-27,49,1,Mobile,0
USE00008264,CUST01942,SUB001942,2025-09-11,86,1,Smart TV,3
USE00008265,CUST02105,SUB002105,2025-10-18,17,1,Desktop,7
USE00008266,CUST00130,SUB000130,2025-07-08,142,4,Smart TV,1
USE00008267,CUST01601,SUB001601,2025-09-04,76,1,Mobile,5
USE00008268,CUST02394,SUB002394,2025-09-26,32,2,Desktop,26
USE00008269,CUST03147,SUB003147,2025-08-12,29,1,Mobile,2
USE00008270,CUST01917,SUB001917,2024-09-22,30,1,Desktop,8
USE00008271,CUST00264,SUB000264,2025-06-29,0,3,Desktop,3
USE00008272,CUST00577,SUB000577,2025-10-31,62,1,Mobile,4
USE00008273,CUST00314,SUB000314,2025-03-26,18,2,Smart TV,1
USE00008274,CUST02077,SUB002077,2025-11-13,0,1,Desktop,12
USE00008275,CUST00507,SUB000507,2025-04-05,76,1,Tablet,12
