BillingID,SubscriptionID,CustomerID,BillingDate,Amount,Discount,Tax,FinalAmount,PaymentMethod
BILL0015235,SUB001875,CUST01875,2025-04-23,7.99,0.0,0.89,8.88,Net Banking
BILL0015236,SUB001875,CUST01875,2025-05-23,7.99,0.0,0.83,8.82,Debit Card
BILL0015237,SUB001875,CUST01875,2025-06-23,7.99,0.0,0.79,8.78,Debit Card
BILL0015238,SUB001875,CUST01875,2025-07-23,7.99,0.0,0.45,8.44,Credit Card
BILL0015239,SUB001875,CUST01875,2025-08-23,7.99,0.0,0.79,8.78,UPI
BILL0015240,SUB001875,CUST01875,2025-09-23,7.99,0.0,0.89,8.88,Debit Card
BILL0015241,SUB001875,CUST01875,2025-10-23,7.99,0.0,0.52,8.51,Debit Card
BILL0015242,SUB001876,CUST01876,2025-11-13,7.99,0.0,0.88,8.87,Credit Card
BILL0015243,SUB001877,CUST01877,2025-03-18,19.99,0.0,2.26,22.25,Debit Card
BILL0015244,SUB001877,CUST01877,2025-04-18,19.99,0.0,1.76,21.75,Stripe
BILL0015245,SUB001877,CUST01877,2025-05-18,19.99,0.0,2.39,22.38,Credit Card
BILL0015246,SUB001877,CUST01877,2025-06-18,19.99,0.0,1.04,21.03,Google Pay
BILL0015247,SUB001877,CUST01877,2025-07-18,19.99,0.0,1.53,21.52,Credit Card
BILL0015248,SUB001877,CUST01877,2025-08-18,19.99,0.0,1.99,21.98,Debit Card
BILL0015249,SUB001877,CUST01877,2025-09-18,19.99,0.0,1.66,21.65,Debit Card
BILL0015250,SUB001877,CUST01877,2025-10-18,19.99,0.0,1.34,21.33,PayPal
BILL0015251,SUB001878,CUST01878,2025-05-12,12.99,0.0,1.24,14.23,Apple Pay
BILL0015252,SUB001878,CUST01878,2025-06-12,12.99,0.0,1.44,14.43,Credit Card
BILL0015253,SUB001878,CUST01878,2025-07-12,12.99,0.0,1.32,14.31,UPI
BILL0015254,SUB001878,CUST01878,2025-08-12,12.99,0.0,1.39,14.38,Google Pay
BILL0015255,SUB001878,CUST01878,2025-09-12,12.99,0.0,0.72,13.71,Stripe
BILL0015256,SUB001878,CUST01878,2025-10-12,12.99,0.0,1.25,14.24,Google Pay
BILL0015257,SUB001878,CUST01878,2025-11-12,12.99,0.0,1.29,14.28,Apple Pay
BILL0015258,SUB001879,CUST01879,2025-02-21,12.99,0.0,1.51,14.5,Stripe
BILL0015259,SUB001879,CUST01879,2025-03-21,12.99,0.0,0.92,13.91,Debit Card
BILL0015260,SUB001879,CUST01879,2025-04-21,12.99,0.0,1.03,14.02,Google Pay
BILL0015261,SUB001879,CUST01879,2025-05-21,12.99,0.0,0.73,13.72,Stripe
BILL0015262,SUB001879,CUST01879,2025-06-21,12.99,0.0,0.67,13.66,Stripe
BILL0015263,SUB001879,CUST01879,2025-07-21,12.99,0.0,0.93,13.92,Google Pay
BILL0015264,SUB001879,CUST01879,2025-08-21,12.99,0.0,1.54,14.53,Google Pay
BILL0015265,SUB001879,CUST01879,2025-09-21,12.99,0.0,1.18,14.17,Google Pay
BILL0015266,SUB001879,CUST01879,2025-10-21,12.99,0.0,1.47,14.46,Google Pay
BILL0015267,SUB001880,CUST01880,2025-06-24,7.99,0.0,0.74,8.73,Credit Card
BILL0015268,SUB001880,CUST01880,2025-07-24,7.99,0.0,0.66,8.65,PayPal
BILL0015269,SUB001880,CUST01880,2025-08-24,7.99,0.0,0.92,8.91,Google Pay
BILL0015270,SUB001881,CUST01881,2025-02-16,19.99,0.0,1.02,21.01,Debit Card
BILL0015271,SUB001881,CUST01881,2025-03-16,19.99,0.0,1.69,21.68,Google Pay
BILL0015272,SUB001881,CUST01881,2025-04-16,19.99,0.0,1.06,21.05,Apple Pay
BILL0015273,SUB001881,CUST01881,2025-05-16,19.99,4.0,1.33,17.32,Debit Card
BILL0015274,SUB001881,CUST01881,2025-06-16,19.99,2.0,2.22,20.21,Debit Card
BILL0015275,SUB001881,CUST01881,2025-07-16,19.99,0.0,1.68,21.67,Apple Pay
BILL0015276,SUB001881,CUST01881,2025-08-16,19.99,0.0,1.75,21.74,Credit Card
BILL0015277,SUB001881,CUST01881,2025-09-16,19.99,0.0,1.92,21.91,UPI
BILL0015278,SUB001881,CUST01881,2025-10-16,19.99,0.0,1.03,21.02,PayPal
BILL0015279,SUB001881,CUST01881,2025-11-16,19.99,0.0,2.39,22.38,Google Pay
BILL0015280,SUB001882,CUST01882,2025-06-09,0.0,0.0,0.0,0.0,UPI
BILL0015281,SUB001882,CUST01882,2025-07-09,0.0,0.0,0.0,0.0,PayPal
BILL0015282,SUB001882,CUST01882,2025-08-09,0.0,0.0,0.0,0.0,Credit Card
BILL0015283,SUB001882,CUST01882,2025-09-09,0.0,0.0,0.0,0.0,PayPal
BILL0015284,SUB001882,CUST01882,2025-10-09,0.0,0.0,0.0,0.0,Net Banking
BILL0015285,SUB001882,CUST01882,2025-11-09,0.0,0.0,0.0,0.0,UPI
BILL0015286,SUB001883,CUST01883,2025-04-07,12.99,0.0,0.99,13.98,Debit Card
BILL0015287,SUB001883,CUST01883,2025-05-07,12.99,0.0,0.83,13.82,UPI
BILL0015288,SUB001883,CUST01883,2025-06-07,12.99,0.0,0.88,13.87,PayPal
BILL0015289,SUB001883,CUST01883,2025-07-07,12.99,0.0,1.15,14.14,PayPal
BILL0015290,SUB001883,CUST01883,2025-08-07,12.99,0.0,1.19,14.18,Stripe
BILL0015291,SUB001883,CUST01883,2025-09-07,12.99,0.0,1.41,14.4,Apple Pay
BILL0015292,SUB001883,CUST01883,2025-10-07,12.99,0.0,0.99,13.98,Debit Card
BILL0015293,SUB001883,CUST01883,2025-11-07,12.99,0.0,1.5,14.49,Google Pay
BILL0015294,SUB001884,CUST01884,2025-08-27,12.99,1.95,1.04,12.08,Apple Pay
BILL0015295,SUB001884,CUST01884,2025-09-27,12.99,0.0,1.04,14.03,UPI
BILL0015296,SUB001884,CUST01884,2025-10-27,12.99,0.0,0.78,13.77,Net Banking
BILL0015297,SUB001885,CUST01885,2025-11-05,12.99,0.0,1.32,14.31,Net Banking
BILL0015298,SUB001886,CUST01886,2024-12-29,7.99,0.0,0.58,8.57,Apple Pay
BILL0015299,SUB001886,CUST01886,2025-01-29,7.99,0.0,0.78,8.77,Apple Pay
BILL0015300,SUB001886,CUST01886,2025-02-28,7.99,0.0,0.87,8.86,Credit Card
BILL0015301,SUB001886,CUST01886,2025-03-29,7.99,0.0,0.68,8.67,PayPal
BILL0015302,SUB001886,CUST01886,2025-04-29,7.99,0.0,0.73,8.72,Net Banking
BILL0015303,SUB001886,CUST01886,2025-05-29,7.99,0.0,0.64,8.63,Net Banking
BILL0015304,SUB001886,CUST01886,2025-06-29,7.99,0.0,0.9,8.89,Debit Card
BILL0015305,SUB001886,CUST01886,2025-07-29,7.99,0.0,0.9,8.89,PayPal
BILL0015306,SUB001886,CUST01886,2025-08-29,7.99,0.0,0.45,8.44,Credit Card
BILL0015307,SUB001886,CUST01886,2025-09-29,7.99,0.0,0.75,8.74,Apple Pay
BILL0015308,SUB001886,CUST01886,2025-10-29,7.99,0.0,0.54,8.53,Net Banking
BILL0015309,SUB001887,CUST01887,2025-10-18,0.0,0.0,0.0,0.0,Stripe
BILL0015310,SUB001888,CUST01888,2025-01-13,7.99,0.0,0.79,8.78,Net Banking
BILL0015311,SUB001888,CUST01888,2025-02-13,7.99,0.0,0.58,8.57,Debit Card
BILL0015312,SUB001888,CUST01888,2025-03-13,7.99,0.0,0.79,8.78,Credit Card
BILL0015313,SUB001888,CUST01888,2025-04-13,7.99,0.0,0.61,8.6,Debit Card
BILL0015314,SUB001888,CUST01888,2025-05-13,7.99,0.0,0.45,8.44,PayPal
BILL0015315,SUB001888,CUST01888,2025-06-13,7.99,0.0,0.5,8.49,Google Pay
BILL0015316,SUB001888,CUST01888,2025-07-13,7.99,0.0,0.83,8.82,Google Pay
BILL0015317,SUB001888,CUST01888,2025-08-13,7.99,0.0,0.69,8.68,Net Banking
BILL0015318,SUB001888,CUST01888,2025-09-13,7.99,0.0,0.8,8.79,Google Pay
BILL0015319,SUB001888,CUST01888,2025-10-13,7.99,0.0,0.58,8.57,Credit Card
BILL0015320,SUB001888,CUST01888,2025-11-13,7.99,0.0,0.57,8.56,PayPal
BILL0015321,SUB001889,CUST01889,2025-05-12,7.99,0.0,0.48,8.47,Apple Pay
BILL0015322,SUB001889,CUST01889,2025-06-12,7.99,0.0,0.44,8.43,Net Banking
BILL0015323,SUB001889,CUST01889,2025-07-12,7.99,0.0,0.68,8.67,Debit Card
BILL0015324,SUB001889,CUST01889,2025-08-12,7.99,0.0,0.62,8.61,UPI
BILL0015325,SUB001889,CUST01889,2025-09-12,7.99,0.0,0.74,8.73,Apple Pay
BILL0015326,SUB001889,CUST01889,2025-10-12,7.99,0.0,0.7,8.69,PayPal
BILL0015327,SUB001889,CUST01889,2025-11-12,7.99,0.0,0.44,8.43,Apple Pay
BILL0015328,SUB001890,CUST01890,2024-11-18,0.0,0.0,0.0,0.0,Apple Pay
BILL0015329,SUB001890,CUST01890,2024-12-18,0.0,0.0,0.0,0.0,Google Pay
BILL0015330,SUB001890,CUST01890,2025-01-18,0.0,0.0,0.0,0.0,Stripe
BILL0015331,SUB001890,CUST01890,2025-02-18,0.0,0.0,0.0,0.0,Credit Card
BILL0015332,SUB001890,CUST01890,2025-03-18,0.0,0.0,0.0,0.0,Google Pay
BILL0015333,SUB001890,CUST01890,2025-04-18,0.0,0.0,0.0,0.0,Apple Pay
BILL0015334,SUB001890,CUST01890,2025-05-18,0.0,0.0,0.0,0.0,Debit Card
BILL0015335,SUB001890,CUST01890,2025-06-18,0.0,0.0,0.0,0.0,Google Pay
BILL0015336,SUB001890,CUST01890,2025-07-18,0.0,0.0,0.0,0.0,PayPal
BILL0015337,SUB001890,CUST01890,2025-08-18,0.0,0.0,0.0,0.0,Debit Card
BILL0015338,SUB001890,CUST01890,2025-09-18,0.0,0.0,0.0,0.0,Stripe
BILL0015339,SUB001890,CUST01890,2025-10-18,0.0,0.0,0.0,0.0,Debit Card
BILL0015340,SUB001891,CUST01891,2025-07-09,7.99,0.0,0.57,8.56,Apple Pay
BILL0015341,SUB001891,CUST01891,2025-08-09,7.99,0.0,0.78,8.77,Stripe
BILL0015342,SUB001891,CUST01891,2025-09-09,7.99,0.0,0.86,8.85,Google Pay
BILL0015343,SUB001892,CUST01892,2024-03-19,19.99,0.0,1.25,21.24,Debit Card
BILL0015344,SUB001893,CUST01893,2025-03-30,0.0,0.0,0.0,0.0,PayPal
BILL0015345,SUB001893,CUST01893,2025-04-30,0.0,0.0,0.0,0.0,Stripe
BILL0015346,SUB001893,CUST01893,2025-05-30,0.0,0.0,0.0,0.0,Stripe
BILL0015347,SUB001893,CUST01893,2025-06-30,0.0,0.0,0.0,0.0,Debit Card
BILL0015348,SUB001893,CUST01893,2025-07-30,0.0,0.0,0.0,0.0,Credit Card
BILL0015349,SUB001893,CUST01893,2025-08-30,0.0,0.0,0.0,0.0,UPI
BILL0015350,SUB001893,CUST01893,2025-09-30,0.0,0.0,0.0,0.0,Apple Pay
BILL0015351,SUB001893,CUST01893,2025-10-30,0.0,0.0,0.0,0.0,Google Pay
BILL0015352,SUB001894,CUST01894,2024-12-09,7.99,0.0,0.48,8.47,Debit Card
BILL0015353,SUB001894,CUST01894,2025-01-09,7.99,0.0,0.45,8.44,UPI
BILL0015354,SUB001894,CUST01894,2025-02-09,7.99,0.0,0.41,8.4,Credit Card
BILL0015355,SUB001894,CUST01894,2025-03-09,7.99,0.0,0.52,8.51,Credit Card
BILL0015356,SUB001894,CUST01894,2025-04-09,7.99,0.0,0.49,8.48,Credit Card
BILL0015357,SUB001894,CUST01894,2025-05-09,7.99,0.0,0.61,8.6,Apple Pay
BILL0015358,SUB001894,CUST01894,2025-06-09,7.99,0.0,0.45,8.44,Debit Card
BILL0015359,SUB001894,CUST01894,2025-07-09,7.99,0.0,0.59,8.58,Stripe
BILL0015360,SUB001894,CUST01894,2025-08-09,7.99,0.0,0.93,8.92,UPI
BILL0015361,SUB001894,CUST01894,2025-09-09,7.99,0.0,0.86,8.85,Debit Card
BILL0015362,SUB001894,CUST01894,2025-10-09,7.99,0.0,0.68,8.67,Apple Pay
BILL0015363,SUB001894,CUST01894,2025-11-09,7.99,0.0,0.48,8.47,Debit Card
BILL0015364,SUB001895,CUST01895,2025-05-15,12.99,0.0,1.2,14.19,Apple Pay
BILL0015365,SUB001895,CUST01895,2025-06-15,12.99,0.0,0.93,13.92,Apple Pay
BILL0015366,SUB001895,CUST01895,2025-07-15,12.99,0.0,0.83,13.82,Net Banking
BILL0015367,SUB001895,CUST01895,2025-08-15,12.99,0.0,0.7,13.69,Stripe
BILL0015368,SUB001895,CUST01895,2025-09-15,12.99,0.0,1.25,14.24,Apple Pay
BILL0015369,SUB001895,CUST01895,2025-10-15,12.99,0.0,0.71,13.7,Stripe
BILL0015370,SUB001895,CUST01895,2025-11-15,12.99,0.0,1.29,14.28,Credit Card
BILL0015371,SUB001896,CUST01896,2025-02-04,19.99,0.0,1.21,21.2,PayPal
BILL0015372,SUB001896,CUST01896,2025-03-04,19.99,0.0,1.62,21.61,Google Pay
BILL0015373,SUB001896,CUST01896,2025-04-04,19.99,0.0,1.69,21.68,Credit Card
BILL0015374,SUB001896,CUST01896,2025-05-04,19.99,2.0,1.75,19.74,Stripe
BILL0015375,SUB001896,CUST01896,2025-06-04,19.99,0.0,2.15,22.14,Stripe
BILL0015376,SUB001896,CUST01896,2025-07-04,19.99,0.0,1.63,21.62,UPI
BILL0015377,SUB001896,CUST01896,2025-08-04,19.99,0.0,2.0,21.99,Net Banking
BILL0015378,SUB001896,CUST01896,2025-09-04,19.99,0.0,1.97,21.96,Debit Card
BILL0015379,SUB001896,CUST01896,2025-10-04,19.99,0.0,1.8,21.79,Net Banking
BILL0015380,SUB001896,CUST01896,2025-11-04,19.99,0.0,1.05,21.04,PayPal
BILL0015381,SUB001897,CUST01897,2025-11-04,12.99,0.0,1.23,14.22,UPI
BILL0015382,SUB001898,CUST01898,2024-01-20,7.99,1.2,0.41,7.2,Stripe
BILL0015383,SUB001898,CUST01898,2024-02-20,7.99,0.0,0.9,8.89,PayPal
BILL0015384,SUB001898,CUST01898,2024-03-20,7.99,0.0,0.41,8.4,Stripe
BILL0015385,SUB001898,CUST01898,2024-04-20,7.99,0.0,0.85,8.84,Debit Card
BILL0015386,SUB001898,CUST01898,2024-05-20,7.99,0.0,0.78,8.77,Apple Pay
BILL0015387,SUB001898,CUST01898,2024-06-20,7.99,0.0,0.4,8.39,Google Pay
BILL0015388,SUB001898,CUST01898,2024-07-20,7.99,0.0,0.91,8.9,Google Pay
BILL0015389,SUB001898,CUST01898,2024-08-20,7.99,0.0,0.74,8.73,PayPal
BILL0015390,SUB001898,CUST01898,2024-09-20,7.99,0.0,0.49,8.48,Credit Card
BILL0015391,SUB001898,CUST01898,2024-10-20,7.99,0.0,0.68,8.67,Stripe
BILL0015392,SUB001899,CUST01899,2025-02-21,12.99,0.0,0.73,13.72,Net Banking
BILL0015393,SUB001899,CUST01899,2025-03-21,12.99,0.0,0.89,13.88,UPI
BILL0015394,SUB001899,CUST01899,2025-04-21,12.99,0.0,0.7,13.69,UPI
BILL0015395,SUB001899,CUST01899,2025-05-21,12.99,0.0,0.9,13.89,UPI
BILL0015396,SUB001899,CUST01899,2025-06-21,12.99,0.0,1.3,14.29,PayPal
BILL0015397,SUB001899,CUST01899,2025-07-21,12.99,0.0,0.69,13.68,PayPal
BILL0015398,SUB001899,CUST01899,2025-08-21,12.99,0.0,1.56,14.55,Apple Pay
BILL0015399,SUB001899,CUST01899,2025-09-21,12.99,0.0,1.18,14.17,PayPal
BILL0015400,SUB001899,CUST01899,2025-10-21,12.99,0.0,1.35,14.34,Net Banking
BILL0015401,SUB001900,CUST01900,2025-10-27,12.99,0.0,1.43,14.42,PayPal
BILL0015402,SUB001901,CUST01901,2025-04-06,12.99,0.0,0.73,13.72,Credit Card
BILL0015403,SUB001901,CUST01901,2025-05-06,12.99,0.0,1.44,14.43,PayPal
BILL0015404,SUB001901,CUST01901,2025-06-06,12.99,0.0,0.85,13.84,Credit Card
BILL0015405,SUB001901,CUST01901,2025-07-06,12.99,0.0,0.84,13.83,Stripe
BILL0015406,SUB001901,CUST01901,2025-08-06,12.99,0.0,1.24,14.23,PayPal
BILL0015407,SUB001901,CUST01901,2025-09-06,12.99,0.0,0.86,13.85,PayPal
BILL0015408,SUB001901,CUST01901,2025-10-06,12.99,0.0,1.25,14.24,Stripe
BILL0015409,SUB001901,CUST01901,2025-11-06,12.99,0.0,0.76,13.75,Stripe
BILL0015410,SUB001902,CUST01902,2024-11-26,7.99,0.0,0.64,8.63,Apple Pay
BILL0015411,SUB001902,CUST01902,2024-12-26,7.99,0.0,0.51,8.5,Google Pay
BILL0015412,SUB001902,CUST01902,2025-01-26,7.99,0.0,0.65,8.64,PayPal
BILL0015413,SUB001902,CUST01902,2025-02-26,7.99,0.0,0.66,8.65,Apple Pay
BILL0015414,SUB001902,CUST01902,2025-03-26,7.99,0.0,0.75,8.74,Apple Pay
BILL0015415,SUB001902,CUST01902,2025-04-26,7.99,0.0,0.56,8.55,Credit Card
BILL0015416,SUB001902,CUST01902,2025-05-26,7.99,0.0,0.67,8.66,Credit Card
BILL0015417,SUB001902,CUST01902,2025-06-26,7.99,0.0,0.9,8.89,Debit Card
BILL0015418,SUB001902,CUST01902,2025-07-26,7.99,0.0,0.48,8.47,Credit Card
BILL0015419,SUB001903,CUST01903,2025-08-10,19.99,0.0,1.52,21.51,Net Banking
BILL0015420,SUB001903,CUST01903,2025-09-10,19.99,0.0,1.73,21.72,PayPal
BILL0015421,SUB001904,CUST01904,2025-03-21,19.99,0.0,1.09,21.08,Credit Card
BILL0015422,SUB001904,CUST01904,2025-04-21,19.99,0.0,1.39,21.38,Stripe
BILL0015423,SUB001904,CUST01904,2025-05-21,19.99,0.0,2.35,22.34,PayPal
BILL0015424,SUB001904,CUST01904,2025-06-21,19.99,0.0,1.63,21.62,UPI
BILL0015425,SUB001904,CUST01904,2025-07-21,19.99,0.0,1.95,21.94,Net Banking
BILL0015426,SUB001904,CUST01904,2025-08-21,19.99,0.0,2.39,22.38,Net Banking
BILL0015427,SUB001904,CUST01904,2025-09-21,19.99,0.0,1.18,21.17,PayPal
BILL0015428,SUB001904,CUST01904,2025-10-21,19.99,0.0,1.62,21.61,PayPal
BILL0015429,SUB001905,CUST01905,2025-09-01,19.99,0.0,2.3,22.29,Credit Card
BILL0015430,SUB001905,CUST01905,2025-10-01,19.99,0.0,1.69,21.68,PayPal
BILL0015431,SUB001906,CUST01906,2025-10-09,7.99,0.0,0.42,8.41,UPI
BILL0015432,SUB001906,CUST01906,2025-11-09,7.99,0.0,0.4,8.39,Credit Card
BILL0015433,SUB001907,CUST01907,2025-10-14,12.99,1.95,0.85,11.89,UPI
BILL0015434,SUB001908,CUST01908,2024-12-03,0.0,0.0,0.0,0.0,PayPal
BILL0015435,SUB001908,CUST01908,2025-01-03,0.0,0.0,0.0,0.0,Apple Pay
BILL0015436,SUB001908,CUST01908,2025-02-03,0.0,0.0,0.0,0.0,PayPal
BILL0015437,SUB001908,CUST01908,2025-03-03,0.0,0.0,0.0,0.0,Apple Pay
BILL0015438,SUB001908,CUST01908,2025-04-03,0.0,0.0,0.0,0.0,PayPal
BILL0015439,SUB001908,CUST01908,2025-05-03,0.0,0.0,0.0,0.0,Net Banking
BILL0015440,SUB001908,CUST01908,2025-06-03,0.0,0.0,0.0,0.0,Apple Pay
BILL0015441,SUB001908,CUST01908,2025-07-03,0.0,0.0,0.0,0.0,Credit Card
BILL0015442,SUB001908,CUST01908,2025-08-03,0.0,0.0,0.0,0.0,UPI
BILL0015443,SUB001909,CUST01909,2025-05-10,7.99,0.0,0.93,8.92,Apple Pay
BILL0015444,SUB001909,CUST01909,2025-06-10,7.99,0.0,0.91,8.9,PayPal
BILL0015445,SUB001909,CUST01909,2025-07-10,7.99,0.0,0.86,8.85,Stripe
BILL0015446,SUB001909,CUST01909,2025-08-10,7.99,0.0,0.72,8.71,UPI
BILL0015447,SUB001909,CUST01909,2025-09-10,7.99,0.0,0.56,8.55,PayPal
BILL0015448,SUB001909,CUST01909,2025-10-10,7.99,0.0,0.94,8.93,Stripe
BILL0015449,SUB001909,CUST01909,2025-11-10,7.99,0.0,0.6,8.59,Apple Pay
BILL0015450,SUB001910,CUST01910,2025-07-08,19.99,0.0,2.23,22.22,UPI
BILL0015451,SUB001910,CUST01910,2025-08-08,19.99,0.0,2.35,22.34,Credit Card
BILL0015452,SUB001911,CUST01911,2025-07-29,0.0,0.0,0.0,0.0,Apple Pay
BILL0015453,SUB001911,CUST01911,2025-08-29,0.0,0.0,0.0,0.0,Google Pay
BILL0015454,SUB001911,CUST01911,2025-09-29,0.0,0.0,0.0,0.0,Stripe
BILL0015455,SUB001911,CUST01911,2025-10-29,0.0,0.0,0.0,0.0,Debit Card
BILL0015456,SUB001912,CUST01912,2025-01-25,0.0,0.0,0.0,0.0,Net Banking
BILL0015457,SUB001912,CUST01912,2025-02-25,0.0,0.0,0.0,0.0,PayPal
BILL0015458,SUB001912,CUST01912,2025-03-25,0.0,0.0,0.0,0.0,UPI
BILL0015459,SUB001912,CUST01912,2025-04-25,0.0,0.0,0.0,0.0,UPI
BILL0015460,SUB001912,CUST01912,2025-05-25,0.0,0.0,0.0,0.0,Google Pay
BILL0015461,SUB001912,CUST01912,2025-06-25,0.0,0.0,0.0,0.0,Stripe
BILL0015462,SUB001912,CUST01912,2025-07-25,0.0,0.0,0.0,0.0,Google Pay
BILL0015463,SUB001912,CUST01912,2025-08-25,0.0,0.0,0.0,0.0,Google Pay
BILL0015464,SUB001912,CUST01912,2025-09-25,0.0,0.0,0.0,0.0,Stripe
BILL0015465,SUB001912,CUST01912,2025-10-25,0.0,0.0,0.0,0.0,Google Pay
BILL0015466,SUB001913,CUST01913,2025-09-22,0.0,0.0,0.0,0.0,Credit Card
BILL0015467,SUB001913,CUST01913,2025-10-22,0.0,0.0,0.0,0.0,PayPal
BILL0015468,SUB001914,CUST01914,2025-11-12,12.99,0.0,1.32,14.31,Debit Card
BILL0015469,SUB001915,CUST01915,2025-10-13,19.99,0.0,1.33,21.32,Credit Card
BILL0015470,SUB001915,CUST01915,2025-11-13,19.99,0.0,1.16,21.15,PayPal
BILL0015471,SUB001916,CUST01916,2025-11-02,7.99,0.0,0.53,8.52,Stripe
BILL0015472,SUB001917,CUST01917,2024-06-28,7.99,0.0,0.85,8.84,UPI
BILL0015473,SUB001917,CUST01917,2024-07-28,7.99,0.0,0.57,8.56,UPI
BILL0015474,SUB001917,CUST01917,2024-08-28,7.99,0.0,0.49,8.48,Stripe
BILL0015475,SUB001917,CUST01917,2024-09-28,7.99,0.0,0.72,8.71,Stripe
BILL0015476,SUB001918,CUST01918,2025-10-27,7.99,0.0,0.92,8.91,Stripe
BILL0015477,SUB001919,CUST01919,2025-05-12,7.99,0.0,0.85,8.84,UPI
BILL0015478,SUB001919,CUST01919,2025-06-12,7.99,0.0,0.45,8.44,Apple Pay
BILL0015479,SUB001919,CUST01919,2025-07-12,7.99,0.0,0.73,8.72,Stripe
BILL0015480,SUB001919,CUST01919,2025-08-12,7.99,0.0,0.5,8.49,PayPal
BILL0015481,SUB001919,CUST01919,2025-09-12,7.99,0.0,0.58,8.57,Stripe
BILL0015482,SUB001919,CUST01919,2025-10-12,7.99,0.0,0.71,8.7,Apple Pay
BILL0015483,SUB001919,CUST01919,2025-11-12,7.99,0.0,0.69,8.68,Debit Card
BILL0015484,SUB001920,CUST01920,2025-11-08,0.0,0.0,0.0,0.0,Stripe
BILL0015485,SUB001921,CUST01921,2025-01-16,12.99,0.0,1.4,14.39,Debit Card
BILL0015486,SUB001921,CUST01921,2025-02-16,12.99,0.0,0.71,13.7,Apple Pay
BILL0015487,SUB001921,CUST01921,2025-03-16,12.99,0.0,1.16,14.15,Stripe
BILL0015488,SUB001921,CUST01921,2025-04-16,12.99,0.0,1.15,14.14,Credit Card
BILL0015489,SUB001921,CUST01921,2025-05-16,12.99,0.0,1.31,14.3,Google Pay
BILL0015490,SUB001921,CUST01921,2025-06-16,12.99,0.0,1.53,14.52,Credit Card
BILL0015491,SUB001921,CUST01921,2025-07-16,12.99,0.0,0.66,13.65,PayPal
BILL0015492,SUB001921,CUST01921,2025-08-16,12.99,0.0,1.1,14.09,PayPal
BILL0015493,SUB001921,CUST01921,2025-09-16,12.99,0.0,1.17,14.16,Net Banking
BILL0015494,SUB001921,CUST01921,2025-10-16,12.99,0.0,1.36,14.35,Apple Pay
BILL0015495,SUB001921,CUST01921,2025-11-16,12.99,0.0,1.2,14.19,UPI
BILL0015496,SUB001922,CUST01922,2025-09-29,7.99,0.0,0.49,8.48,Debit Card
BILL0015497,SUB001922,CUST01922,2025-10-29,7.99,0.0,0.44,8.43,Google Pay
BILL0015498,SUB001923,CUST01923,2025-09-06,29.99,0.0,2.84,32.83,Net Banking
BILL0015499,SUB001923,CUST01923,2025-10-06,29.99,0.0,1.79,31.78,Stripe
BILL0015500,SUB001923,CUST01923,2025-11-06,29.99,0.0,3.02,33.01,PayPal
BILL0015501,SUB001924,CUST01924,2024-12-20,0.0,0.0,0.0,0.0,Credit Card
BILL0015502,SUB001924,CUST01924,2025-01-20,0.0,0.0,0.0,0.0,Credit Card
BILL0015503,SUB001924,CUST01924,2025-02-20,0.0,0.0,0.0,0.0,Google Pay
BILL0015504,SUB001924,CUST01924,2025-03-20,0.0,0.0,0.0,0.0,Apple Pay
BILL0015505,SUB001924,CUST01924,2025-04-20,0.0,0.0,0.0,0.0,Apple Pay
BILL0015506,SUB001924,CUST01924,2025-05-20,0.0,0.0,0.0,0.0,PayPal
BILL0015507,SUB001924,CUST01924,2025-06-20,0.0,0.0,0.0,0.0,UPI
BILL0015508,SUB001924,CUST01924,2025-07-20,0.0,0.0,0.0,0.0,Stripe
BILL0015509,SUB001924,CUST01924,2025-08-20,0.0,0.0,0.0,0.0,Stripe
BILL0015510,SUB001924,CUST01924,2025-09-20,0.0,0.0,0.0,0.0,Credit Card
BILL0015511,SUB001924,CUST01924,2025-10-20,0.0,0.0,0.0,0.0,Stripe
BILL0015512,SUB001925,CUST01925,2025-06-17,12.99,0.0,1.19,14.18,Apple Pay
BILL0015513,SUB001925,CUST01925,2025-07-17,12.99,0.0,0.83,13.82,PayPal
BILL0015514,SUB001925,CUST01925,2025-08-17,12.99,0.0,1.26,14.25,Debit Card
BILL0015515,SUB001925,CUST01925,2025-09-17,12.99,0.0,1.35,14.34,Debit Card
BILL0015516,SUB001925,CUST01925,2025-10-17,12.99,0.0,0.69,13.68,UPI
BILL0015517,SUB001925,CUST01925,2025-11-17,12.99,0.0,1.41,14.4,Google Pay
BILL0015518,SUB001926,CUST01926,2025-08-29,7.99,0.0,0.91,8.9,Debit Card
BILL0015519,SUB001926,CUST01926,2025-09-29,7.99,0.0,0.7,8.69,Net Banking
BILL0015520,SUB001926,CUST01926,2025-10-29,7.99,0.0,0.43,8.42,Net Banking
BILL0015521,SUB001927,CUST01927,2025-09-30,12.99,0.0,1.0,13.99,PayPal
BILL0015522,SUB001927,CUST01927,2025-10-30,12.99,0.0,0.65,13.64,Stripe
BILL0015523,SUB001928,CUST01928,2025-03-06,19.99,0.0,1.19,21.18,Credit Card
BILL0015524,SUB001928,CUST01928,2025-04-06,19.99,0.0,1.39,21.38,PayPal
BILL0015525,SUB001928,CUST01928,2025-05-06,19.99,0.0,1.13,21.12,Net Banking
BILL0015526,SUB001928,CUST01928,2025-06-06,19.99,0.0,1.7,21.69,Google Pay
